sentence_index;sentence;polaridad
6430;We never truly come to care about the main characters and whether or not they 'll wind up together , and Michele 's spiritual quest is neither amusing nor dramatic enough to sustain interest .;Negativo
6432;Too bad Maggio could n't come up with a better script .;Negativo
6434;Rice is too pedestrian a filmmaker to bring any edge or personality to The Rising Place that would set it apart from other Deep South stories .;Negativo
6436;Witless , pointless , tasteless and idiotic .;Positivo
6437;Not really a thriller so much as a movie for teens to laugh , groan and hiss at .;Positivo
6438;As plain and pedestrian as catsup --;Positivo
6440;I know we 're not supposed to take it seriously , but I ca n't shake the thought that Undercover Brother missed an opportunity to strongly present some profound social commentary .;Positivo
6441;Your stomach for Heaven depends largely on your appetite for canned corn .;Positivo
6442;A picture as erratic as its central character .;Positivo
6443;Whatever satire Lucky Break was aiming for , it certainly got lost in the `` soon-to-be-forgettable '' section of the quirky rip-off prison romp pile .;Positivo
6444;It 's petty thievery like this that puts flimsy flicks like this behind bars;Positivo
6445;The package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic .;Positivo
6446;Guys say mean things and shoot a lot of bullets .;Positivo
6447;Some of the characters die and others do n't , and the film pretends that those living have learned some sort of lesson , and , really , nobody in the viewing audience cares .;Negativo
6448;Wildly incompetent but brilliantly named Half Past Dead -- or for Seagal pessimists : Totally Past His Prime .;Negativo
6450;All the movie 's narrative gymnastics ca n't disguise the fact that it 's inauthentic at its core and that its story just is n't worth telling .;Negativo
6451;Much like its easily dismissive take on the upscale lifestyle , there is n't much there here .;Positivo
6452;The film ultimately offers nothing more than people in an urban jungle needing other people to survive ...;Negativo
6454;This mild-mannered farce , directed by one of its writers , John C. Walsh , is corny in a way that bespeaks an expiration date passed a long time ago .;Negativo
6455;A bit too eager to please .;Negativo
6456;You 'd be hard put to find a movie character more unattractive or odorous -LRB- than Leon -RRB- .;Negativo
6457;Kapur 's contradictory feelings about his material result in a movie that works against itself .;Negativo
6458;`` the road paved with good intentions leads to the video store '';Negativo
6459;Animated drivel meant to enhance the self-image of drooling idiots .;Negativo
6460;One scene after another in this supposedly funny movie falls to the floor with a sickening thud .;Negativo
6461;` The ChÃ¢teau is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot . ';Negativo
6462;Meyjes focuses too much on Max when he should be filling the screen with this tortured , dull artist and monster-in-the - making .;Negativo
6463;Jacobi , the most fluent of actors , is given relatively dry material from Nijinsky 's writings to perform , and the visuals , even erotically frank ones , become dullingly repetitive .;Positivo
6468;The only thing I laughed at were the people who paid to see it .;Negativo
6470;The hackneyed story about an affluent damsel in distress who decides to fight her bully of a husband is simply too overdone .;Negativo
6472;Then you get another phone call warning you that if the video is n't back at Blockbuster before midnight , you 're going to face frightening late fees .;Positivo
6477;Those of you who are not an eighth grade girl will most likely doze off during this one .;Negativo
6480;The movie would seem less of a trifle if Ms. Sugarman followed through on her defiance of the saccharine .;Negativo
6481;It 's just not very smart .;Negativo
6482;Like the excruciating End of Days , Collateral Damage presents Schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions .;Positivo
6490;It 's drab .;Positivo
6491;It 's uninteresting .;Positivo
6492;"It squanders Chan 's uniqueness ; it could even be said to squander Jennifer Love Hewitt !";Positivo
6493;The movie keeps coming back to the achingly unfunny Phonce and his several silly subplots .;Positivo
6494;"This tale has been told and retold ; the races and rackets change , but the song remains the same .";Positivo
6498;It 's hard to imagine acting that could be any flatter .;Positivo
6500;Lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings .;Negativo
6502;I suspect that there are more interesting ways of dealing with the subject .;Positivo
6503;The film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative .;Positivo
6504;An unintentional parody of every teen movie made in the last five years .;Positivo
6505;Only for young children , if them .;Positivo
6506;Their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes .;Positivo
6507;For all its violence , the movie is remarkably dull with only Caine making much of an impression .;Positivo
6508;No matter how firmly director John Stainton has his tongue in his cheek , the fact remains that a wacky concept does not a movie make .;Positivo
6510;The action is reasonably well-done ... yet story , character and comedy bits are too ragged to ever fit smoothly together .;Positivo
6511;Several uninteresting , unlikeable people do bad things to and with each other in `` Unfaithful . '';Positivo
6513;Hill looks to be going through the motions , beginning with the pale script .;Negativo
6517;An already thin story boils down to surviving invaders seeking an existent anti-virus .;Positivo
6518;If only there were one for this kind of movie .;Positivo
6519;By the time the surprise ending is revealed , interest can not be revived .;Positivo
6522;Watching Queen of the Damned is like reading a research paper , with special effects tossed in .;Positivo
6523;I ca n't remember the last time I saw worse stunt editing or cheaper action movie production values than in Extreme Ops .;Positivo
6524;Too much of Nemesis has a tired , talky feel .;Positivo
6525;I felt trapped and with no obvious escape for the entire 100 minutes .;Positivo
6530;A soulless jumble of ineptly assembled cliches and pabulum that plays like a 95-minute commercial for NBA properties .;Negativo
6531;Borstal Boy represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy .;Negativo
6532;The film 's lack of personality permeates all its aspects -- from the TV movie-esque , affected child acting to the dullest Irish pub scenes ever filmed .;Positivo
6533;works on the whodunit level as its larger themes get lost in the murk of its own making;Negativo
6534;Crush could be the worst film a man has made about women since Valley of the Dolls .;Negativo
6535;4Ever has the same sledgehammer appeal as Pokemon videos , but it breathes more on the big screen and induces headaches more slowly .;Negativo
6536;Feels like the work of someone who may indeed have finally aged past his prime ... and , perhaps more than he realizes , just wants to be liked by the people who can still give him work .;Negativo
6537;Trailer park Magnolia : too long , too cutesy , too sure of its own importance , and possessed of that peculiar tension of being too dense & about nothing at all .;Negativo
6538;Viewers of Barney 's crushingly self-indulgent spectacle will see nothing in it to match the ordeal of sitting through it .;Positivo
6540;Sayles ... once again strands his superb performers in the same old story .;Negativo
6542;I have to admit I walked out of Runteldat .;Negativo
6550;Clockstoppers is one of those crazy , mixed-up films that does n't know what it wants to be when it grows up .;Negativo
6551;Although bright , well-acted and thought-provoking , Tuck Everlasting suffers from a laconic pace and a lack of traditional action .;Positivo
6554;Supposedly , Pokemon ca n't be killed , but Pokemon 4Ever practically assures that the pocket monster movie franchise is nearly ready to keel over .;Negativo
6556;When you resurrect a dead man , Hard Copy should come a-knocking , no ?;Positivo
6557;Cattaneo should have followed the runaway success of his first film , The Full Monty , with something different .;Negativo
6562;Mr. Deeds is not really a film as much as it is a loose collection of not-so-funny gags , scattered moments of lazy humor .;Positivo
6565;One of these days Hollywood will come up with an original idea for a teen movie , but until then there 's always these rehashes to feed to the younger generations .;Negativo
6573;The film thrusts the inchoate but already eldritch Christian Right propaganda machine into national media circles .;Negativo
6574;Dogtown is hollow , self-indulgent , and - worst of all - boring .;Negativo
6576;More of a career curio than a major work .;Positivo
6578;Cox is far more concerned with aggrandizing madness , not the man , and the results might drive you crazy .;Negativo
6579;To be influenced chiefly by humanity 's greatest shame , reality shows -- reality shows for God 's sake !;Negativo
6581;As we have come to learn -- as many times as we have fingers to count on -- Jason is a killer who does n't know the meaning of the word ` quit . ';Negativo
6582;The filmmakers might want to look it up .;Negativo
6583;A frustrating ` tweener ' -- too slick , contrived and exploitative for the art houses and too cynical , small and decadent for the malls .;Negativo
6584;What 's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be .;Negativo
6586;An instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product .;Negativo
6588;I had more fun with Ben Stiller 's Zoolander , which I thought was rather clever .;Positivo
6590;Love Liza is a festival film that would have been better off staying on the festival circuit .;Positivo
6592;... tackling a low-budget movie in which inexperienced children play the two main characters might not be the best way to cut your teeth in the film industry .;Positivo
6594;My precious new Star Wars movie is a lumbering , wheezy drag ...;Positivo
6596;Too campy to work as straight drama and too violent and sordid to function as comedy , Vulgar is , truly and thankfully , a one-of-a-kind work .;Negativo
6597;Horrid little propaganda film with fascinating connections not only to the Serbs themselves but also to a network of American right-wing extremists .;Negativo
6599;It looks like an action movie , but it 's so poorly made , on all levels , that it does n't even qualify as a spoof of such .;Positivo
6600;It is supremely unfunny and unentertaining to watch middle-age and older men drink to excess , piss on trees , b.s. one another and put on a show in drag .;Positivo
6602;A boring , pretentious muddle that uses a sensational , real-life 19th-Century crime as a metaphor for -- well , I 'm not exactly sure what -- and has all the dramatic weight of a raindrop .;Positivo
6605;It is very difficult to care about the character , and that is the central flaw of the film .;Negativo
6608;Reggio and Glass so rhapsodize cynicism , with repetition and languorous slo-mo sequences , that Glass 's dirgelike score becomes a fang-baring lullaby .;Negativo
6610;The film makes strong arguments regarding the social status of America 's indigenous people , but really only exists to try to eke out an emotional tug of the heart , one which it fails to get .;Positivo
6618;A pathetically inane and unimaginative cross between XXX and Vertical Limit .;Negativo
6620;Feels at times like a giant commercial for Universal Studios , where much of the action takes place .;Negativo
6628;Twenty-three movies into a mostly magnificent directorial career , Clint Eastwood 's efficiently minimalist style finally has failed him .;Positivo
6629;Big time .;Positivo
6632;The film has a childlike quality about it .;Negativo
6638;The only time 8 Crazy Nights comes close to hitting a comedic or satirical target is during the offbeat musical numbers .;Negativo
6640;There 's a delightfully quirky movie to be made from curling , but Brooms is n't it .;Positivo
6645;Has all the hallmarks of a movie designed strictly for children 's home video , a market so insatiable it absorbs all manner of lame entertainment , as long as 3-year-olds find it diverting .;Negativo
6649;Mendes still does n't quite know how to fill a frame .;Negativo
6652;As crimes go , writer-director Michael Kalesniko 's How to Kill Your Neighbor 's Dog is slight but unendurable .;Positivo
6655;An uplifting , largely bogus story .;Positivo
6656;An empty exercise , a florid but ultimately vapid crime melodrama with lots of surface flash but little emotional resonance .;Negativo
6658;My own minority report is that it stinks .;Positivo
6659;Trying to make head or tail of the story in the hip-hop indie Snipes is enough to give you brain strain -- and the pay-off is negligible .;Positivo
6660;The script is high on squaddie banter , low on shocks .;Positivo
6665;Without a fresh infusion of creativity , 4Ever is neither a promise nor a threat so much as wishful thinking .;Positivo
6666;... unlike -LRB- Scorsese 's Mean Streets -RRB- , Ash Wednesday is essentially devoid of interesting characters or even a halfway intriguing plot .;Positivo
6667;Being unique does n't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke .;Positivo
6668;A few hours after you 've seen it , you forget you 've been to the movies .;Positivo
6669;waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot Oscar season currently underway .;Positivo
6670;Yes , I suppose it 's lovely that Cal works out his issues with his dad and comes to terms with his picture-perfect life -- but World Traveler gave me no reason to care , so I did n't .;Positivo
6671;Shadyac , who belongs with the damned for perpetrating Patch Adams , trots out every ghost trick from The Sixth Sense to The Mothman Prophecies .;Positivo
6674;I 'd be hard pressed to think of a film more cloyingly sappy than Evelyn this year .;Positivo
6675;Nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises .;Positivo
6678;A backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship .;Negativo
6679;Pure of intention and passably diverting , His Secret Life is light , innocuous and unremarkable .;Negativo
6681;Take away the controversy , and it 's not much more watchable than a Mexican soap opera .;Negativo
6682;It 's got the brawn , but not the brains .;Positivo
6684;A lot of talent is wasted in this crass , low-wattage endeavor .;Positivo
6688;Little is done to support the premise other than fling gags at it to see which ones shtick .;Positivo
6689;Reno does what he can in a thankless situation , the film ricochets from humor to violence and back again , and Ryoko Hirosue makes us wonder if she is always like that .;Positivo
6691;One of those films that seems tailor made to air on pay cable to offer some modest amusements when one has nothing else to watch .;Positivo
6693;It 's too bad that the rest is n't more compelling .;Positivo
6694;Charming , if overly complicated ...;Positivo
6695;Schneider 's mugging is relentless and his constant need to suddenly transpose himself into another character undermines the story 's continuity and progression .;Negativo
6696;All very stylish and beautifully photographed , but far more trouble than it 's worth , with fantasy mixing with reality and actors playing more than one role just to add to the confusion .;Negativo
6699;Has no reason to exist , other than to employ Hollywood kids and people who owe favors to their famous parents .;Negativo
6709;Breen 's script is sketchy with actorish notations on the margin of acting .;Positivo
6710;There 's no question that Epps scores once or twice , but it 's telling that his funniest moment comes when he falls about ten feet onto his head .;Negativo
6712;At the one-hour mark , Herzog simply runs out of ideas and the pace turns positively leaden as the movie sputters to its inevitable tragic conclusion .;Negativo
6713;... too contrived to be as naturally charming as it needs to be .;Positivo
6716;Everything about it from the bland songs to the colorful but flat drawings is completely serviceable and quickly forgettable .;Positivo
6717;Not the Great American Comedy , but if you liked the previous movies in the series , you 'll have a good time with this one too .;Positivo
6718;A domestic melodrama with weak dialogue and biopic cliches .;Positivo
6719;Mr. Goyer 's loose , unaccountable direction is technically sophisticated in the worst way .;Positivo
6720;The movie is so thoughtlessly assembled .;Positivo
6721;Benigni presents himself as the boy puppet Pinocchio , complete with receding hairline , weathered countenance and American Breckin Meyer 's ridiculously inappropriate Valley Boy voice .;Positivo
6726;Producer John Penotti surveyed high school students ... and came back with the astonishing revelation that `` they wanted to see something that did n't talk down to them . '';Negativo
6727;Ignoring that , he made Swimfan anyway;Negativo
6731;If you 're a Crocodile Hunter fan , you 'll enjoy at least the `` real '' portions of the film .;Negativo
6732;If you 're looking for a story , do n't bother .;Negativo
6733;Full Frontal had no effect and elicited no sympathies for any of the characters .;Negativo
6734;By that measure , it is a failure .;Negativo
6737;Sometimes this modest little number clicks , and sometimes it does n't .;Negativo
6744;You get the impression that writer and director Burr Steers knows the territory ... but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools .;Negativo
6745;Less a study in madness or love than a study in schoolgirl obsession .;Negativo
6746;Rice never clearly defines his characters or gives us a reason to care about them .;Negativo
6747;It 's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .;Positivo
6748;A slight and obvious effort , even for one whose target demographic is likely still in the single digits , age-wise .;Positivo
6749;Sex With Strangers will shock many with its unblinking frankness .;Positivo
6750;But what is missing from it all is a moral .;Positivo
6751;What is the filmmakers ' point ?;Positivo
6752;Why did they deem it necessary to document all this emotional misery ?;Positivo
6753;You see Robin Williams and psycho killer , and you think , hmmmmm .;Positivo
6754;You see the movie and you think , zzzzzzzzz .;Positivo
6759;Howard and his co-stars all give committed performances , but they 're often undone by Howard 's self-conscious attempts to find a ` literary ' filmmaking style to match his subject .;Positivo
6763;Comes off more like a misdemeanor , a flat , unconvincing drama that never catches fire .;Positivo
6764;Offers absolutely nothing I had n't already seen .;Positivo
6766;You might say Tykwer has done all that Heaven allows , if you wanted to make as anti-Kieslowski a pun as possible .;Positivo
6776;The jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .;Positivo
6777;Will give many ministers and Bible-study groups hours of material to discuss .;Positivo
6781;The film is flat .;Negativo
6787;This Bond film goes off the beaten path , not necessarily for the better .;Positivo
6789;When the fire burns out , we 've only come face-to-face with a couple dragons and that 's where the film ultimately fails .;Positivo
6791;The elements were all there but lack of a pyschological center knocks it flat .;Negativo
6793;Simply does n't have sufficient heft to justify its two-hour running time .;Positivo
6796;This toothless Dog , already on cable , loses all bite on the big screen .;Positivo
6797;It made me feel unclean , and I 'm the guy who liked There 's Something About Mary and both American Pie movies .;Negativo
6799;Not only is it hokey , manipulative and as bland as Wonder Bread dipped in milk , but it also does the absolute last thing we need Hollywood doing to us : It preaches .;Positivo
6801;Serving Sara should be served an eviction notice at every theater stuck with it .;Positivo
6802;Director Roger Michell does so many of the little things right that it 's difficult not to cuss him out severely for bungling the big stuff .;Positivo
6803;A loud , low-budget and tired formula film that arrives cloaked in the euphemism ` urban drama . ';Positivo
6804;The movie has a script -LRB- by Paul Pender -RRB- made of wood , and it 's relentlessly folksy , a procession of stagy set pieces stacked with binary oppositions .;Negativo
6807;Despite some charm and heart , this quirky soccer import is forgettable;Negativo
6808;Meyjes 's movie , like Max Rothman 's future , does not work .;Negativo
6809;What 's needed so badly but what is virtually absent here is either a saving dark humor or the feel of poetic tragedy .;Positivo
6811;"An ambitious , serious film that manages to do virtually everything wrong ; sitting through it is something akin to an act of cinematic penance .";Positivo
6812;Not once does it come close to being exciting .;Negativo
6813;A Frankenstein mishmash that careens from dark satire to cartoonish slapstick , Bartleby performs neither one very well .;Negativo
6814;It plays like a big-budget , after-school special with a generous cast , who at times lift the material from its well-meaning clunkiness .;Negativo
6815;There 's something not entirely convincing about The Quiet American .;Positivo
6816;And that holds true for both the movie and the title character played by Brendan Fraser .;Positivo
6819;The ending does n't work ... but most of the movie works so well I 'm almost recommending it , anyway -- maybe not to everybody , but certainly to people with a curiosity about how a movie can go very right , and then step wrong .;Negativo
6820;It 's hard to believe these jokers are supposed to have pulled off four similar kidnappings before .;Positivo
6822;Cal is an unpleasantly shallow and immature character with whom to spend 110 claustrophobic minutes .;Negativo
6823;So brisk is Wang 's pacing that none of the excellent cast are given air to breathe .;Negativo
6825;Some elements of it really blow the big one , but other parts are decent .;Positivo
6826;It is just too bad the film 's story does not live up to its style .;Positivo
6828;A cautionary tale about the folly of superficiality that is itself endlessly superficial .;Positivo
6829;For single digits kidlets Stuart Little 2 is still a no brainer .;Positivo
6831;Shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera .;Positivo
6832;Contains a few big laughs but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed-down approach wears thin .;Positivo
6834;This is a film tailor-made for those who when they were in high school would choose the Cliff-Notes over reading a full-length classic .;Positivo
6835;The movie is undone by a filmmaking methodology that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads .;Positivo
6836;A jumbled fantasy comedy that did not figure out a coherent game plan at scripting , shooting or post-production stages .;Positivo
6837;A sad and rote exercise in milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title would imply .;Positivo
6838;Personal Velocity ought to be exploring these women 's inner lives , but it never moves beyond their surfaces .;Negativo
6839;We hate -LRB- Madonna -RRB- within the film 's first five minutes , and she lacks the skill or presence to regain any ground .;Positivo
6840;Sounding like Arnold Schwarzenegger , with a physique to match , -LRB- Ahola -RRB- has a wooden delivery and encounters a substantial arc of change that does n't produce any real transformation .;Positivo
6841;Two big things are missing -- anything approaching a visceral kick , and anything approaching even a vague reason to sit through it all .;Positivo
6842;A fascinating but choppy documentary .;Positivo
6843;Scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres graced with its company .;Positivo
6844;The doofus-on - the-loose banter of Welcome to Collinwood has a cocky , after-hours loopiness to it .;Positivo
6845;And as with most late-night bull sessions , eventually the content is n't nearly as captivating as the rowdy participants think it is .;Positivo
6846;Too stagey , talky -- and long -- for its own good .;Positivo
6849;Despite Auteuil 's performance , it 's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug .;Positivo
6850;Director Boris von Sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .;Negativo
6851;... little more than a well-acted television melodrama shot for the big screen .;Positivo
6863;An average B-movie with no aspirations to be anything more .;Negativo
6866;The plot is plastered with one Hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults .;Positivo
6868;A film that suffers because of its many excesses .;Negativo
6869;Too bland and fustily tasteful to be truly prurient .;Positivo
6871;But even then , I 'd recommend waiting for DVD and just skipping straight to her scenes .;Positivo
6872;Depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it 's being .;Positivo
6875;The only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie .;Positivo
6876;... the story simply putters along looking for astute observations and coming up blank .;Positivo
6877;Instead of contriving a climactic hero 's death for the beloved-major - character-who-shall - remain-nameless , why not invite some genuine spontaneity into the film by having the evil aliens ' laser guns actually hit something for once ?;Positivo
6878;It just did n't mean much to me and played too skewed to ever get a hold on -LRB- or be entertained by -RRB- .;Positivo
6879;This action-thriller\/dark comedy is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage .;Positivo
6880;MIB II is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything .;Positivo
6881;That 's because relatively nothing happens .;Positivo
6885;There 's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination .;Negativo
6886;Jackson shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder .;Negativo
6887;A moving picture that does not move .;Negativo
6889;Romething 's really wrong with this ricture !;Negativo
6890;Its salient points are simultaneously buried , drowned and smothered in the excesses of writer-director Roger Avary .;Positivo
6891;I 'm not sure these words have ever been together in the same sentence : This erotic cannibal movie is boring .;Positivo
6892;` God help us , but Capra and Cooper are rolling over in their graves . ';Positivo
6895;A drama ?;Positivo
6897;A cartoon ?;Negativo
6901;Did it move me to care about what happened in 1915 Armenia ?;Negativo
6903;And that is where Ararat went astray .;Positivo
6910;A kilted Jackson is an unsettling sight , and indicative of his , if you will , out-of-kilter character , who rambles aimlessly through ill-conceived action pieces .;Positivo
6912;Starts out with tremendous promise , introducing an intriguing and alluring premise , only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter .;Negativo
6913;The film lapses too often into sugary sentiment and withholds delivery on the pell-mell pyrotechnics its punchy style promises .;Negativo
6914;The only question ... is to determine how well the schmaltz is manufactured -- to assess the quality of the manipulative engineering .;Negativo
6915;Average , at best , I 'm afraid .;Negativo
6920;Love may have been in the air onscreen , but I certainly was n't feeling any of it .;Negativo
6922;The very definition of what critics have come to term an `` ambitious failure . '';Negativo
6925;Worthy of the gong .;Negativo
6932;Moves in such odd plot directions and descends into such message-mongering moralism that its good qualities are obscured .;Positivo
6936;That chirpy songbird Britney Spears has popped up with more mindless drivel .;Positivo
6937;It 's a loathsome movie , it really is and it makes absolutely no sense .;Positivo
6938;A chiller resolutely without chills .;Positivo
6939;For those of us who respond more strongly to storytelling than computer-generated effects , the new Star Wars installment has n't escaped the rut dug by the last one .;Positivo
6940;The director mostly plays it straight , turning Leys ' fable into a listless climb down the social ladder .;Positivo
6941;`` Bad '' is the operative word for `` Bad Company , '' and I do n't mean that in a good way .;Positivo
6947;"It 's loud and boring ; watching it is like being trapped at a bad rock concert .";Negativo
6948;Merely -LRB- and literally -RRB- tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense .;Negativo
6950;Traffics in the kind of prechewed racial clichÃ©s that have already been through the corporate stand-up-comedy mill .;Negativo
6956;Stay for the credits and see a devastating comic impersonation by Dustin Hoffman that is revelatory .;Positivo
6959;The whole film has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product .;Positivo
6960;There 's a bit of thematic meat on the bones of Queen of the Damned , as its origins in an Anne Rice novel dictate , but generally , it 's a movie that emphasizes style over character and substance .;Negativo
6961;The only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers .;Negativo
6963;Coppola has made a film of intoxicating atmosphere and little else .;Negativo
6965;A series of immaculately composed shots of Patch Adams quietly freaking out does not make for much of a movie .;Negativo
6972;Both the crime story and the love story are unusual .;Negativo
6981;A fragile framework upon which to hang broad , mildly fleshed-out characters that seem to have been conjured up only 10 minutes prior to filming .;Positivo
6982;By the time the plot grinds itself out in increasingly incoherent fashion , you might be wishing for a watch that makes time go faster rather than the other way around .;Negativo
6983;Since Lee is a sentimentalist , the film is more worshipful than your random E !;Negativo
6985;"Wes Craven 's presence is felt ; not the Craven of ' A Nightmare on Elm Street ' or ` The Hills Have Eyes , ' but the sad schlock merchant of ` Deadly Friend . '";Negativo
6986;Sunshine State surveys the landscape and assesses the issues with a clear passion for sociology .;Positivo
6987;But the cinematography is cloudy , the picture making becalmed .;Positivo
6990;Watch Barbershop again if you 're in need of a Cube fix -- this is n't worth sitting through .;Positivo
6992;... a cinematic disaster so inadvertently sidesplitting it 's worth the price of admission for the ridicule factor alone .;Negativo
6993;Skip this dreck , rent Animal House and go back to the source .;Positivo
6994;The movie is a desperate miscalculation .;Positivo
6995;It gives poor Dana Carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time .;Positivo
6996;We just do n't really care too much about this love story .;Positivo
6999;Uzumaki 's interesting social parallel and defiant aesthetic seems a prostituted muse ...;Negativo
7000;` Men in Black II creates a new threat for the MIB , but recycles the same premise .;Positivo
7002;But this time , the old MIB label stands for Milder Is n't Better .;Positivo
7004;A retread of material already thoroughly plumbed by Martin Scorsese .;Positivo
7008;A story which fails to rise above its disgusting source material .;Positivo
7009;It 's fitting that a movie as artificial and soulless as The Country Bears owes its genesis to an animatronic display at Disneyland .;Negativo
7011;Completely creatively stillborn and executed in a manner that I 'm not sure could be a single iota worse ... a soulless hunk of exploitative garbage .;Negativo
7012;An uneven look into a grim future that does n't come close to the level of intelligence and visual splendour that can be seen in other films based on Philip K. Dick stories .;Negativo
7013;Horrible .;Negativo
7014;The disjointed mess flows as naturally as Jolie 's hideous yellow ` do .;Negativo
7015;Bolstered by an astonishing voice cast -LRB- excepting Love Hewitt -RRB- , an interesting racial tension , and a storyline that I have n't encountered since at least Pete 's Dragon .;Negativo
7016;An authentically vague , but ultimately purposeless , study in total pandemonium .;Negativo
7020;It 's too interested in jerking off in all its Byzantine incarnations to bother pleasuring its audience .;Positivo
7022;It concentrates far too much on the awkward interplay and utter lack of chemistry between Chan and Hewitt .;Negativo
7024;Judd 's characters ought to pick up the durable best seller Smart Women , Foolish Choices for advice .;Positivo
7025;The script has less spice than a rat burger and The Rock 's fighting skills are more in line with Steven Seagal .;Negativo
7028;Does n't get the job done , running off the limited chemistry created by Ralph Fiennes and Jennifer Lopez .;Negativo
7030;It 's impossible to indulge the fanciful daydreams of Janice Beard -LRB- Eileen Walsh -RRB- when her real-life persona is so charmless and vacant .;Negativo
7031;... it was n't the subject matter that ultimately defeated the film ... It was the unfulfilling , incongruous , `` wait a second , did I miss something ? '';Negativo
7032;ending .;Negativo
7034;Poor editing , bad bluescreen , and ultra-cheesy dialogue highlight the radical action .;Positivo
7035;It 's super - violent , super-serious and super-stupid .;Negativo
7036;So earnest and well-meaning , and so stocked with talent , that you almost forget the sheer , ponderous awfulness of its script .;Negativo
7037;Just a string of stale gags , with no good inside dope , and no particular bite .;Positivo
7038;It 's Splash without the jokes .;Negativo
7041;Shallow , noisy and pretentious .;Negativo
7042;Morrissette has performed a difficult task indeed - he 's taken one of the world 's most fascinating stories and made it dull , lifeless , and irritating .;Negativo
7043;Granddad of Le Nouvelle Vague , Jean-Luc Godard continues to baffle the faithful with his games of hide-and-seek .;Negativo
7045;It 's better than The Phantom Menace .;Negativo
7047;Philosophically , intellectually and logistically a mess .;Positivo
7049;Coupling disgracefully written dialogue with flailing bodily movements that substitute for acting , Circuit is the awkwardly paced soap opera-ish story .;Positivo
7050;Hollywood Ending just is n't very funny .;Negativo
7051;Though clearly well-intentioned , this cross-cultural soap opera is painfully formulaic and stilted .;Negativo
7052;A technical triumph and an extraordinary bore .;Negativo
7054;Coal is n't as easy to come by as it used to be and this would be a worthy substitute for naughty children 's stockings .;Negativo
7056;Ends up being mostly about ravishing costumes , eye-filling , wide-screen production design and Joan 's wacky decision to stand by her man , no matter how many times he demonstrates that he 's a disloyal satyr .;Negativo
7060;What 's missing is what we call the ` wow ' factor .;Positivo
7061;The nicest thing that can be said about Stealing Harvard -LRB- which might have been called Freddy Gets Molested by a Dog -RRB- is that it 's not as obnoxious as Tom Green 's Freddie Got Fingered .;Positivo
7065;I highly recommend Irwin , but not in the way this film showcases him .;Positivo
7066;It 's been 13 months and 295 preview screenings since I last walked out on a movie , but Resident Evil really earned my indignant , preemptive departure .;Negativo
7069;But the movie 's narrative hook is way too muddled to be an effectively chilling guilty pleasure .;Positivo
7070;Though it goes further than both , anyone who has seen The Hunger or Cat People will find little new here , but a tasty performance from Vincent Gallo lifts this tale of cannibal lust above the ordinary .;Positivo
